"","Apr","Aug","Dec","Feb","Jan","Jul","Jun","Mar","May","Nov","Oct","Sep","Fri","Mon","Sat","Sun","Thu","Tue","Wed","year","temp","wdsp","NUM_TRIPS"
"1",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2009,20,7.4,0.631126420297479
"2",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2009,30,10.8,0.724950660264508
"3",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2009,30.4,5.7,0.716044377280602
"4",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2009,37.9,16.4,0.799993968657121
"5",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2009,25.7,13.8,0.872611336914164
"6",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2009,21.6,6.9,0.809791550088627
"7",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2009,28.8,9,0.678651726806974
"8",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2009,26.9,5.8,0.694680020506566
"9",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2009,23.4,3.3,0.7414246031879
"10",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2009,28.9,9.7,0.819553948686675
"11",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2009,15.6,7.5,0.814985206456218
"12",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2009,8.1,4.9,0.896659641269129
"13",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2009,10.2,3.6,0.85615414772099
"14",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2009,27.3,5.6,0.703593004982559
"15",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2009,29.8,4.1,0.726507081801763
"16",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2009,23.4,8.4,0.801277304391823
"17",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2009,25.1,10.1,0.8347395297563
"18",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2009,30.1,5.1,0.870178695286505
"19",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2009,36.9,11.8,0.917419188382293
"20",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2009,15.1,8.7,0.771882884724284
"21",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2009,19.3,3.4,0.7272475966774
"22",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2009,20.8,3.2,0.790420887210537
"23",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2009,29.8,7.3,0.762608019675581
"24",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2009,36.4,13.8,0.843302361270737
"25",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2009,26.7,4.7,0.901962196883136
"26",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2009,25.7,10.1,0.903987722866496
"27",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2009,30.4,9.8,0.720004959104145
"28",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2009,38.1,3.6,0.675798566550843
"29",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2009,34.2,15.4,0.757865038650856
"30",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2009,8.3,10.2,0.897123719596168
"31",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2009,12.8,6.7,0.915906326543605
"32",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2009,22.8,6.7,0.85999075194092
"33",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2009,46.2,15.4,0.713439172231697
"34",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2009,33.6,7.6,0.680533170710459
"35",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2009,29.2,3.5,0.746666845373122
"36",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2009,45.7,5.1,0.776054563548574
"37",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2009,49,14.7,0.854731756025479
"38",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2009,39.1,16.7,0.920094759098113
"39",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2009,31.4,12.5,0.904172013898895
"40",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2009,31,6,0.756680549924441
"41",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2009,28.3,5.7,0.655801314162598
"42",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2009,29.8,9,0.754688531401517
"43",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2009,25.6,4.8,0.816962146621945
"44",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2009,41.3,8.6,0.85061703988393
"45",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2009,27.4,16.8,0.941512727808847
"46",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2009,30.1,13.1,0.87499539272419
"47",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2009,34.9,5.8,0.745995020791379
"48",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2009,32.6,18.4,0.762447183865488
"49",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2009,26.1,10.3,0.816106031007804
"50",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2009,27.1,2.4,0.816042366832975
"51",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2009,33.7,5.8,0.839335077955107
"52",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2009,46,9.6,0.88208389597944
"53",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2009,46.9,13.2,0.883663772739
"54",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2009,32.1,13.3,0.72328031336177
"55",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2009,19.2,8,0.792181704256453
"56",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2009,18.9,8.6,0.817912083125308
"57",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2009,25.6,7.1,0.716536936949012
"58",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2009,41.3,12.4,0.883012052633519
"59",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2009,51.1,9.5,0.822753911158319
"60",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2009,52.7,8.8,0.686753830740414
"61",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2009,39.6,7.9,0.681618812428587
"62",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2009,36.5,6.5,0.796345006215634
"63",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2009,43.8,11,0.811245773871553
"64",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2009,38.8,9.3,0.886788343424664
"65",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2009,29,6.2,0.925807781102462
"66",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2009,32.8,4.5,0.863457098723031
"67",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2009,42,5,0.700441628328547
"68",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2009,36.7,7,0.630665692716483
"69",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2009,36.6,4.7,0.772487694385155
"70",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2009,40.7,9,0.75397649786725
"71",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2009,44.5,8.7,0.831889720246213
"72",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2009,36,11.4,0.872195844404757
"73",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2009,30.6,5.4,0.840191193569248
"74",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2009,37.8,7.7,0.700582359662379
"75",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2009,29.3,10,0.703313217687918
"76",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2009,29.7,14.8,0.761547508552779
"77",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2009,39.5,10.9,0.787616312772039
"78",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2009,37.5,4.2,0.863338147238483
"79",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2009,43.5,7.7,0.862173762988329
"80",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2009,43.4,5,0.860429699672632
"81",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2009,48.3,5.9,0.718549059948198
"82",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2009,44.1,10.8,0.715908672065835
"83",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2009,44.3,10.4,0.771901313827524
"84",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2009,36.2,4.1,0.648977519844793
"85",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2009,50.2,4.2,0.831157582235685
"86",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2009,52.9,9.3,0.904488659400015
"87",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2009,51.1,14.1,0.895654417456047
"88",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2009,50.8,12.1,0.739167875727531
"89",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2009,47.5,7.8,0.747280031899102
"90",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2009,48.9,13,0.821691724662496
"91",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2009,43.1,12.7,0.814554635589614
"92",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2009,46.9,9.1,0.798234826984228
"93",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2009,50.5,5.3,0.797264786004604
"94",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2009,44.9,11.8,0.817236907797521
"95",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2009,40.2,11.6,0.680570028916938
"96",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2009,41.3,12.1,0.695395404786876
"97",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2009,46.5,2.9,0.807804557684769
"98",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2009,46.1,10.5,0.826860250434759
"99",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2009,43.7,8.8,0.872187467539648
"100",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2009,47.5,7,0.88574458603208
"101",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2009,56.6,5.2,0.873857814442386
"102",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2009,49,9,0.735229073753271
"103",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2009,44.1,8.7,0.802125043140855
"104",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2009,54.7,13.8,0.78311123471641
"105",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2009,55.9,7.9,0.837450283305578
"106",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2009,51,13,0.869828542324949
"107",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2009,54.6,8.9,0.882271537757882
"108",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2009,59.9,9.4,0.860131483274751
"109",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2009,71.7,6.3,0.746276483459042
"110",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2009,60.6,12.8,0.788448973163875
"111",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2009,50.5,10.6,0.825610422160494
"112",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2009,45,5.2,0.865985236612932
"113",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2009,52.1,13,0.898939823951803
"114",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2009,52.7,8.3,0.854733431398501
"115",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2009,48.2,4.6,0.771794089954128
"116",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2009,49.9,2.9,0.774377515153749
"117",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2009,50.4,8,0.867442811141901
"118",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2009,50.4,5.5,0.866918419386076
"119",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2009,57.6,10.7,0.877198508247861
"120",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2009,61.9,7,0.88278085115651
"121",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2009,58.9,6.7,0.839931510750869
"122",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2009,63.1,14.3,0.708471691222051
"123",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2009,53.6,7.4,0.729036895064686
"124",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2009,53.4,3,0.791566842357451
"125",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2009,52.9,4.1,0.842424465807312
"126",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2009,57.3,10.1,0.891760850553376
"127",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2009,60.8,11.1,0.896095040560781
"128",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2009,60.6,5.5,0.882165989257508
"129",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2009,62.6,9.6,0.765240030692834
"130",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2009,49.6,7.6,0.783478141408185
"131",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2009,49.9,3.8,0.826149892273515
"132",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2009,61.4,8.1,0.844488525370174
"133",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2009,66.2,13,0.866665438059784
"134",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2009,66.3,12.3,0.830876119568022
"135",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2009,60.6,6.8,0.676364842632212
"136",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2009,54.4,9.4,0.744637968643719
"137",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2009,52,5.3,0.803961251972752
"138",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2009,52.5,8.9,0.869520273688937
"139",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2009,57.2,4.5,0.877806668654776
"140",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2009,66.4,6.3,0.810223796328252
"141",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2009,64.7,7.5,0.685813946475183
"142",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2009,62.1,8.5,0.789486029064371
"143",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2009,61.6,4.3,0.84761644680188
"144",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2009,59.9,4.8,0.873753941315034
"145",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2009,58,5.2,0.924432299851562
"146",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2009,58.2,9,0.773714067437115
"147",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2009,67.6,8.4,0.70363991542717
"148",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2009,64.2,4.9,0.643760408254898
"149",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2009,57.5,5.4,0.80709084877748
"150",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2009,59.7,5.8,0.854389979929031
"151",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2009,59.2,6.4,0.883568276476758
"152",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2009,66.6,6.7,0.888328011231701
"153",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2009,67.1,4.6,0.81354773640351
"154",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2009,62.4,5.6,0.668458757342322
"155",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2009,59.1,5.8,0.72932840997048
"156",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2009,57.2,7.8,0.798938483653385
"157",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2009,58.7,3.3,0.847954872152285
"158",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2009,62.3,5.3,0.894722910055924
"159",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2009,68.2,9.3,0.872376784691111
"160",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2009,68.4,3.6,0.820949534413837
"161",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2009,62.2,10.6,0.676497197100934
"162",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2009,59.2,17.7,0.700001005223813
"163",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2009,60.1,17.4,0.79067386853683
"164",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2009,61.1,5.6,0.832889917940229
"165",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2009,65.5,3.4,0.865097288911376
"166",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2009,68.8,7.5,0.874661993492851
"167",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2009,71.6,5.3,0.791809771445612
"168",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2009,65.9,6.5,0.692220572910558
"169",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2009,66.6,5.8,0.722260011191492
"170",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2009,67.4,3.3,0.772405601107086
"171",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2009,66.9,5.6,0.665823395579026
"172",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2009,67.6,5.7,0.769359772953448
"173",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2009,66,5.2,0.701262561109231
"174",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2009,64.3,7,0.754837639600457
"175",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2009,61.8,9.4,0.815966975046994
"176",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2009,61,3.6,0.806221330179164
"177",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2009,63,4.9,0.742052868071076
"178",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2009,67.8,7.9,0.633706494751056
"179",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2009,67,7.9,0.66563240305454
"180",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2009,68.1,6.2,0.758773090828673
"181",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2009,68.4,7.9,0.812993187933293
"182",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2009,71,10.6,0.836148518467637
"183",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2009,75.5,6.9,0.865209538903837
"184",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2009,74.7,8.4,0.7352927379281
"185",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2009,71.5,6.8,0.655789586551446
"186",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2009,70.2,3.4,0.688429203762218
"187",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2009,68.6,6.3,0.800504957428771
"188",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2009,72.7,6.4,0.814452437835284
"189",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2009,67.2,4.1,0.842029077774166
"190",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2009,66,10.3,0.820842310540442
"191",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2009,70.4,6.6,0.753319751642703
"192",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2009,72.9,8.3,0.687313405329697
"193",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2009,74.8,11.2,0.706317161516012
"194",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2009,73.5,7.3,0.78677192476905
"195",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2009,74.5,8.9,0.819508713615086
"196",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2009,76.2,12.5,0.846601170750668
"197",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2009,74.1,7.9,0.834377649183591
