"","day","temp","wdsp","NUM_TRIPS"
"542",7,69.9,7.9,0.876559303746413
"543",1,70.7,5,0.753486203246415
"544",2,76.1,14,0.811052378991222
"545",3,76.2,9.4,0.844903523133005
"546",4,68.7,8.3,0.842963434433511
"547",5,64,8.6,0.839345339192174
"548",6,64.1,7.3,0.759085231159867
"552",3,80.1,4.9,0.775300288290373
"553",4,78.3,4.2,0.838858615185108
"554",5,74.3,8.4,0.863764929322909
"555",6,75.7,7.6,0.865036197970735
"556",7,75.7,7.6,0.788247827611206
"557",1,71.9,5.4,0.748753407918966
"558",2,75.8,6.9,0.781610682060306
"559",3,76.4,8.4,0.889848911337946
"560",4,73.6,7.9,0.933473677761478
"561",5,70.3,8.6,0.946092763469151
"562",6,72.5,8.4,0.972658363994677
"563",7,78.2,10.2,0.888366615498245
"564",1,77.9,10.8,0.733549239110827
"565",2,72.4,4.6,0.739158478017434
"566",3,74.2,6.5,0.792034404239604
"567",4,74.3,5.6,0.831712621808639
"568",5,75.5,11.5,0.842948117943778
"569",6,70.5,6.1,0.862680862216262
"570",7,74.5,4.9,0.810848159128117
"571",1,77.2,8.4,0.724652060408235
"572",2,73,9.4,0.814433919557796
"573",3,72.1,7.6,0.826365465059683
"574",4,75.8,10.9,0.843850089005824
"575",5,75.7,14.7,0.894387697795447
"576",6,69.7,6.6,0.882810133389607
"577",7,66.5,5.3,0.79958713551009
"578",1,64.9,5,0.669029377027308
"583",6,78.1,6.8,0.754383068811883
"584",7,67.4,6.8,0.734475035823568
"586",2,74.7,9,0.679138260250986
"587",3,75.8,7.1,0.748392619494147
"588",4,72,7.1,0.784003458123015
"589",5,68.1,5.1,0.796983332255506
"590",6,67.2,7.5,0.790914598656914
"591",7,64.4,5,0.71864118910419
"592",1,65,5,0.664783305706924
"593",2,71.1,8.8,0.681837366108352
"594",3,76,10.5,0.748317738877676
"595",4,72.6,4.1,0.762335730647615
"596",5,71.4,3.6,0.802982290734204
"597",6,71.8,6.5,0.781494957471214
"598",7,66.1,4.6,0.703950973618197
"600",2,64,16.9,0.658302728717738
"601",3,60,17.5,0.69984955803418
"602",4,65.8,10.6,0.765996371693766
"603",5,69.2,8.2,0.763436816076188
"604",6,66.5,6.5,0.765177790409154
"605",7,64.6,4.9,0.707541839544454
"608",3,76.8,5.2,0.723416530236453
"609",4,78.5,4.5,0.766556274485111
"610",5,76.2,9.2,0.783200193328137
"611",6,73.9,8.3,0.752284709718483
"612",7,73.8,16.8,0.674134873604923
"615",3,68.1,9.8,0.723813057137314
"616",4,71.2,13.3,0.782703258327916
"617",5,64.9,8.6,0.794282524565948
"618",6,61.9,6.5,0.758370461639001
"619",7,60.1,7,0.829210928485608
"620",1,56.7,5.8,0.760337779653575
"621",2,58.7,4,0.754338821174877
"622",3,61.9,5.4,0.814650052246248
"623",4,59.4,7.2,0.851089683152882
"624",5,56.1,5.7,0.81703091548361
"625",6,64.3,11.4,0.872034131946454
"626",7,57.7,4.9,0.829578524239196
"635",2,65.8,3.2,0.733894711045912
"636",3,71.4,5.8,0.787034421257926
"637",4,70.6,4,0.81584473844541
"638",5,71.8,5.8,0.845237082242743
"642",2,53.8,8.8,0.744514143927352
"643",3,56.3,7.8,0.778281898291701
"644",4,58.7,4.1,0.813731062862277
"645",5,60,6.8,0.851050541012454
"646",6,63.2,5.6,0.858322469971171
"647",7,65.3,5.2,0.880175697155558
"648",1,58,3.5,0.765987862532803
"649",2,65.4,2.5,0.694255635617306
"650",3,62.8,3.1,0.781098430570352
"651",4,56,4.3,0.809597312466601
"652",5,55.8,3.1,0.82235424658187
"653",6,53.2,7.8,0.883477251609082
"654",7,54,10.5,0.898175976256037
"655",1,56.9,4.5,0.781067797590886
"656",2,55.4,5.6,0.744565198893128
"657",3,53,1.7,0.78941698632748
"658",4,54,2.9,0.841212249107389
"659",5,53.8,6.4,0.876013015612609
"660",6,49.3,6.7,0.896686873087566
"661",7,52.8,5.2,0.885524555736706
"662",1,60.4,2.8,0.764236677206681
"663",2,61.9,3.2,0.733072726096916
"664",3,67.1,5.4,0.790410856327923
"665",4,69.4,5.3,0.818862086922781
"666",5,68,5.7,0.854546104335928
"667",6,54.8,7.5,0.902614354614178
"668",7,49.1,6.7,0.917127579552146
"669",1,51.6,7.3,0.810417595583405
"670",2,42.6,5.5,0.799791355373195
"671",3,42.2,3.7,0.795776733230997
"672",4,46.4,2.5,0.833885861518511
"673",5,48.4,6.2,0.856828261306122
"674",6,48.1,4.3,0.882202579296871
"675",7,45.7,4.8,0.907879823417892
"676",1,43.3,4.8,0.788562666566826
"677",2,42.5,9.3,0.765250969193434
"678",3,46.1,7.6,0.788109979203611
"679",4,50.7,6.4,0.826300795436367
"680",5,47.7,6.4,0.831348429719436
"681",6,52.1,4.8,0.879491560614157
"682",7,54.7,3.7,0.892045976698514
"683",1,53.2,2.3,0.782270992951011
"684",2,52.9,4.6,0.744396717506067
"685",3,53.7,3.9,0.768474239366102
"686",4,58,8.7,0.801728040408304
"687",5,50.8,7.1,0.857662159080466
"688",6,44.6,5.7,0.907699429205483
"689",7,46.6,6,0.904838649289825
"690",1,44.2,5.7,0.775516420978826
"691",2,53.4,4.6,0.72563401758333
"692",3,57.2,5.9,0.781198838669712
"693",4,47.4,9,0.782938111170486
"696",7,38.6,8,0.714560195506482
"697",1,40,5,0.662080796185173
"698",2,41.4,2.5,0.713207238913414
"699",3,49.2,4.6,0.761585222650706
"700",4,56.3,10.3,0.830085670232572
"701",5,38.6,7.4,0.863460301360445
"702",6,36.6,4.8,0.910818887614406
"703",7,35.1,7.1,0.926598275703623
"704",1,32.8,8.2,0.811117048614538
"705",2,32.4,9.2,0.7981252616567
"706",3,32.7,8.9,0.84557744868125
"707",4,31.2,8.9,0.866855456584559
"708",5,27.3,7.4,0.902137841600267
"709",6,27.3,4.2,0.920548262259148
"710",7,39.2,3,0.904956075711111
"711",1,47.2,7.9,0.787897250179543
"712",2,42.4,5.7,0.798860453163876
"713",3,21.5,10.3,0.865744160162831
"714",4,22.8,9.1,0.889525563221364
"715",5,26.3,5.9,0.903802233484569
"716",6,28.4,5.7,0.935492050741829
"717",7,31.7,3.8,0.912306288950684
"718",1,32.7,3.6,0.809236524041783
"719",2,30.4,6.8,0.789968379957863
"720",3,32,9,0.830174165506584
"721",4,31.9,7.5,0.825597938740848
"722",5,32.5,10.8,0.782623272214866
"730",6,39.9,5,0.733025074795525
"734",3,33.9,5.6,0.686481271588946
"735",4,35.6,5.6,0.740551462651123
"736",5,30.1,2.3,0.803496734671848
"737",6,31.4,4.1,0.821371707685665
"738",7,26.9,3,0.843776986183074
"739",1,28,9.1,0.760870371869603
"740",2,28.4,8.2,0.758895320595855
"741",3,27.2,4.8,0.795773626403282
"743",5,25.6,9.7,0.824031533354922
"744",6,22,5.5,0.86502185880829
"745",7,28.4,4.5,0.818867052569085
"746",1,33.4,6.4,0.753418812068221
"748",3,31.3,9,0.745859307534542
"749",4,37.5,4.2,0.804921942465458
"750",5,32.6,6.4,0.846630775043178
"751",6,28.8,6.9,0.8510581957038
"752",7,18.7,5.7,0.913102803864421
"753",1,19.4,7.3,0.791848823402418
"754",2,12.6,6,0.747289575237478
"755",3,28.6,3.9,0.761315643890328
"756",4,32.1,6.6,0.692566655872193
"758",6,31.6,3.1,0.760666288860104
"759",7,31.8,3.9,0.856839985427461
"760",1,32.5,4.5,0.747524017702936
"761",2,27.3,5,0.716435934801382
"762",3,26.8,7.2,0.759927542098446
"763",4,30.8,6.3,0.750436838838515
"764",5,30.5,9.2,0.839199454879102
"765",6,28.3,5.4,0.882965983916235
"766",7,33.4,4,0.916725698942142
"767",1,40,7.6,0.760700021588946
"768",2,39.4,3.8,0.746466496653713
"769",3,36.3,9,0.835257785513817
"770",4,21.5,8.9,0.881663900582902
"771",5,26.3,6.5,0.913033651770294
"772",6,26.5,5.8,0.958335019969775
"773",7,34.2,6.7,1
"774",1,35.4,6.5,0.833281047603627
"775",2,48,10.2,0.842358524935233
"776",3,32.9,12.1,0.901399233592401
"777",4,34.7,4,0.873841280764249
"778",5,51.1,4.3,0.877180820919689
"779",6,57,4.2,0.905496073510363
"780",7,44.3,13.2,0.967759944408463
"781",1,28,9.8,0.812823834196891
"782",2,32.1,6,0.702907423898964
"783",3,25.1,7.2,0.817657734240069
"784",4,29.3,3.7,0.854124500755613
"785",5,36.5,3.3,0.888498151446459
"786",6,44.6,3.8,0.954491175518135
"787",7,35.5,4.4,0.932558155224525
"788",1,42.4,6.2,0.779173750539724
"789",2,47.3,6.4,0.76669601414076
"790",3,39.6,7.2,0.841606285082038
"791",4,42,8.4,0.896793029468912
"792",5,26.6,5.8,0.93719303216753
"793",6,32.9,6.4,0.971607162132988
"794",7,48,7.6,0.948483376511226
"795",1,51.8,6.3,0.846877023963731
"796",2,44.1,9.6,0.808256422711572
"797",3,37.5,5.1,0.862220355677893
"798",4,38,7.3,0.907236682318653
"799",5,43.1,9.6,0.913150029684801
"800",6,50.9,8,0.940095733484456
"801",7,45.5,7.3,0.953000188903282
"802",1,48.7,8.3,0.782862424438687
"803",2,41.7,4.8,0.775574468372193
"804",3,39.7,4.3,0.855418150906736
"805",4,43,3.9,0.87724491310449
"806",5,53.2,3.3,0.867212799546632
"807",6,61.3,7.9,0.96846664507772
"808",7,51.5,7.4,0.959686015759931
"809",1,40.7,5.3,0.818570204555268
"810",2,40.8,5.4,0.76910621761658
"811",3,45.1,6.3,0.815952544797064
"812",4,36.5,5.5,0.880898167638169
"813",5,35.1,6.1,0.892603424546632
"814",6,35.1,6.4,0.940638830418826
"815",7,32,7.3,0.942654360967185
"816",1,34,7,0.78620365123057
"817",2,34.9,8.2,0.747481851791883
"818",3,38.9,7.8,0.827855138169257
"819",4,43,4.2,0.851500094451641
"820",5,41,7.9,0.911642176705527
"824",2,51.6,5.3,0.773722541558722
"825",3,53.8,7.8,0.886258298251295
"826",4,44.7,7.1,0.869909731217617
"827",5,44.5,5.3,0.913269780872193
"828",6,45.8,4.1,0.952625755613126
"829",7,47.2,4.7,0.924927811960276
"830",1,50.1,3.2,0.800971839917962
"831",2,60.6,5.6,0.788903956174439
"832",3,61.2,8.2,0.884396251619171
"833",4,46.3,11.2,0.897007232297064
"834",5,55.9,4.9,0.8986736291019
"835",6,51.5,7.7,0.964727372085492
"836",7,44.5,9.8,0.972044000971503
"837",1,54.9,9.3,0.774009269753886
"838",2,53.8,6.2,0.770170485211572
"839",3,50.5,4.6,0.836995021049223
"840",4,50.8,6.1,0.872770266623489
"841",5,55.5,8.4,0.90110744548791
"842",6,45.2,6.2,0.914553311204663
"843",7,49.6,6.2,0.866474052784974
"844",1,65.1,3.4,0.743582348337651
"845",2,63.4,3,0.766281101575993
"846",3,65.8,5.3,0.849039291882556
"847",4,67.4,5.7,0.865468817465458
"848",5,64.3,6.3,0.912318517918826
"849",6,64.4,5.6,0.948625053972366
"850",7,57.4,5.2,0.913843237262522
"851",1,58.3,3.9,0.799295323294473
"852",2,54.9,4.8,0.808296901986183
"853",3,61.5,5.4,0.848841955418826
"854",4,56,4.6,0.909963973445596
"855",5,54.4,8.4,0.913111237046632
"856",6,59.9,4.6,0.946425680051813
"857",7,62,5.2,0.892227304620035
"858",1,61.9,4.5,0.756534029576857
"859",2,62.4,5.9,0.776959196891192
"860",3,62.5,5.3,0.85901237316494
"861",4,59.4,5.1,0.878555429620035
"862",5,61.2,3.9,0.910399125647668
"863",6,58,2.9,0.949065266083765
"864",7,59.8,4.1,0.94072147560449
"865",1,61.1,3.8,0.812053041342833
"866",2,58.8,6.2,0.833087084412781
"867",3,54.9,10.7,0.898658449373921
"868",4,58.7,8,0.875672967940414
"869",5,64.1,3.9,0.910517190198618
"870",6,61,1.6,0.935199427892919
"871",7,63.7,2.4,0.910195042638169
"872",1,57,4,0.817347393134715
"873",2,59,5.1,0.800315738341969
"874",3,71.8,4.5,0.860392041774611
"875",4,74,3,0.874406303972366
"876",5,69.9,4.7,0.87711841537133
"877",6,73.4,3.5,0.85685516515544
"878",7,74.3,4.6,0.747658948618307
"881",3,79.2,4.2,0.780298737046632
"882",4,77.6,3.6,0.868551988881693
"883",5,75.6,8.3,0.886472501079447
"884",6,66.1,6.3,0.907206322862694
"885",7,66.2,3.4,0.879223337651123
"886",1,62.9,4.7,0.754444287025043
"887",2,69.5,2.5,0.804581241904145
"888",3,76.4,5,0.879886185772884
"889",4,82.8,3.5,0.916128629641623
"890",5,85.7,3.4,0.92028450183506
"891",6,76,3.5,0.914701735211572
"892",7,66.7,7.5,0.905222838406736
"893",1,63.5,6.2,0.732037321891192
"894",2,65.6,4.3,0.786028241040587
"895",3,64,4,0.84118293933506
"896",4,67.9,4.8,0.866814753346287
"897",5,72.5,3,0.905096340673575
"898",6,68.8,3.5,0.892333562715889
"899",7,71.2,1.4,0.872820865716753
"900",1,75.7,3.6,0.747178257232297
"901",2,72.2,2.3,0.770808033786701
"902",3,74.8,3.7,0.83686683667962
"903",4,74.9,3.3,0.875743806670985
"904",5,70.3,4.3,0.883195366472366
"905",6,67.2,4.2,0.908240231001727
"906",7,70.1,3.6,0.864827895617444
"907",1,72.9,4.2,0.741931131260794
"908",2,73.4,2,0.770516245682211
"909",3,76.5,2.2,0.826694732297064
"910",4,75.6,2.8,0.850521845315199
"911",5,73.7,4.8,0.855060583981002
"912",6,73.8,3.2,0.803739610319516
"916",3,78.9,3.4,0.716383649071675
"917",4,80.2,3.4,0.793692317033679
"918",5,80.4,3.8,0.853073726252159
"919",6,77.3,2.3,0.876350995790155
"920",7,75.5,4,0.808062459520725
"921",1,77.5,2.3,0.730919081930052
"922",2,80.7,3.3,0.761302150798791
"923",3,84.7,6.7,0.847474093264249
"924",4,81.2,5,0.856446999136442
"925",5,72.7,6.2,0.873696230030225
"926",6,74.7,4.2,0.892692816278066
"927",7,78.3,3.5,0.842235400474957
"928",1,80.7,4.7,0.75793056455095
"929",2,83.3,5.7,0.791793164399827
"930",3,81.9,3.6,0.834670836031952
"931",4,81.2,2.9,0.858182548035406
"932",5,83.5,3.9,0.926869130505181
"933",6,92.6,5.2,0.934563565954231
"934",7,90.3,3,0.870301030872193
"935",1,86.1,3.4,0.761443828259931
"936",2,76,3.7,0.759419864529361
"937",3,77,3.7,0.815481973229706
"938",4,75.8,4.2,0.839941574913644
"939",5,78.4,2.2,0.87436245142487
"940",6,77.6,2.7,0.886047468696028
"941",7,80.5,4.9,0.822947026122625
"942",1,80.8,2.4,0.74966098607513
"943",2,80.3,3.1,0.764272317573402
"944",3,80.9,3,0.826176934909326
"945",4,77.7,3.5,0.867001969991364
"946",5,73.2,4.5,0.845740231001727
"947",6,76.3,3.1,0.866622476791883
"948",7,76,5.3,0.81357101414076
"949",1,78.4,4.1,0.706614650798791
"950",2,80.3,3.7,0.727189928756477
"951",3,75.9,3.1,0.786451586787565
"952",4,76.3,4.2,0.821638196243523
"953",5,76.1,4,0.844411161485319
"954",6,74,2.8,0.851489974632988
"955",7,76.2,1.7,0.791754371761658
"957",2,71,4.1,0.722047374244387
"958",3,69.8,4.7,0.795028133095855
"959",4,75.5,0.6,0.824254169365285
"960",5,75,4.3,0.850537025043178
"961",6,75.2,3.9,0.836809491040587
"962",7,71.7,1.2,0.758993145509499
"964",2,71.6,5.6,0.681293177892919
"965",3,70.2,3.2,0.748544432750432
"966",4,72.4,5.9,0.788478923791019
"967",5,73.9,5.7,0.823613247517271
"968",6,75.2,2.3,0.82272270347582
"972",3,70.5,2.3,0.699065266083765
"973",4,73.3,2.1,0.779936110211572
"974",5,73.5,2.7,0.809851980785838
"975",6,69.9,3,0.818388047819516
"976",7,72.6,3.8,0.77048419958981
"977",1,77.3,4.4,0.701591847474093
"979",3,64.6,5.5,0.785373826101036
"980",4,63.8,9.9,0.841877833549223
"981",5,68.9,5.3,0.881419338298791
"982",6,73.7,5,0.848163927569085
"983",7,74.1,2.9,0.889101967292746
"984",1,67.7,4.3,0.770501065954231
"985",2,71.2,0.9,0.781727318113126
"986",3,74.8,3.6,0.857462354274611
"987",4,76.1,4.6,0.888827045552677
"988",5,70.7,3.7,0.886278537888601
"989",6,57.1,4.9,0.910139383635579
"990",7,58.4,4.9,0.930139518566494
"991",1,59.2,5.7,0.803194826748705
"992",2,59.5,4.3,0.753703853626943
"993",3,63.1,4.2,0.764685543501727
"994",4,67.6,1.5,0.78208488503886
"995",5,70.9,1.9,0.845252793069948
"996",6,71.1,2.1,0.859030926165803
"997",7,72.1,2.7,0.914082739637306
"998",1,73.5,0.8,0.792555524071675
"999",2,73.3,1.1,0.772853923791019
"1000",3,72.3,2.1,0.830828678216753
"1001",4,70.7,5.7,0.841901446459413
"1002",5,69.6,3.8,0.834090633095855
"1003",6,66.7,3.9,0.901876551705527
"1004",7,59.8,2.9,0.906949954123489
"1005",1,54.7,5.4,0.770202531303972
"1006",2,52.7,2.3,0.780605704879102
"1007",3,54.9,3.4,0.822744629749568
"1008",4,62.3,6.2,0.860451074050086
"1009",5,57,3.6,0.895352641947323
"1010",6,56.9,2,0.90960471988342
"1011",7,63,2,0.898348108268566
"1012",1,70,2.4,0.797357378022453
"1013",2,71.4,1.5,0.705853977763385
"1014",3,68.4,4.4,0.811999068976684
"1015",4,61.3,8,0.870867740716753
"1016",5,60.9,7.4,0.903669446243523
"1017",6,66.1,4.4,0.922836382772021
"1018",7,59.1,7,0.943293596178757
"1019",1,59.9,6.3,0.81993469343696
"1020",2,61.4,6.8,0.77639080041019
"1021",3,60.4,3.7,0.834793960492228
"1022",4,60.8,8.5,0.837784366904145
"1023",5,62.5,7.3,0.877806563039724
"1024",6,53.8,6.1,0.931473647992228
"1025",7,52.7,4.1,0.930756827504318
"1026",1,53.3,1.7,0.811268755397237
"1027",2,55.1,2.8,0.789328988557858
"1028",3,56.6,6.3,0.836333859563903
"1029",4,55.7,2,0.863652310017271
"1030",5,53.4,4.9,0.882240730246114
"1031",6,41.7,4.9,0.921647304080311
"1032",7,39.7,6.5,0.991602237154577
"1033",1,37.7,6.3,0.821823726252159
"1034",2,44.6,2,0.766297967940414
"1035",3,49.3,4.9,0.872183317141623
"1036",4,48.4,1.9,0.848233079663212
"1037",5,51.9,4.6,0.893811056239206
"1038",6,51.2,6.3,0.938420903497409
"1039",7,42.8,5.9,0.952178796955959
"1040",1,45.5,3,0.746108929727979
"1041",2,51.7,4,0.775539049006909
"1042",3,59.1,2.5,0.834033287456822
"1043",4,57.1,2.4,0.866860292530225
"1044",5,58.9,2.8,0.891112437931779
"1045",6,46.4,7.4,0.899506827504318
"1046",7,46.2,6.3,0.897503103411054
"1047",1,53.9,5.1,0.779639262197755
"1048",2,59.7,5.6,0.776493685233161
"1049",3,63.6,5.3,0.829496235427461
"1050",4,57,3,0.840358174114853
"1051",5,48.2,5.1,0.894954595746978
"1052",6,40.7,6.1,0.922224133743523
"1053",7,43.9,5.6,0.936084912025043
"1054",1,54.6,7.4,0.782855677892919
"1055",2,54,4.9,0.770806347150259
"1056",3,47.5,4.9,0.789949670768566
"1057",4,47.6,6.7,0.797392797387737
"1060",7,56.5,3.5,0.733116769214162
"1061",1,55.5,2.9,0.691515881368739
"1062",2,62,5.6,0.727540749136442
"1063",3,60.5,5.6,0.801666734132124
"1064",4,50.3,7.4,0.836266394106218
"1065",5,43.5,7.7,0.883326924114853
"1066",6,45.8,4.2,0.932860063147668
"1067",7,42.2,4.3,0.945231541450777
"1068",1,47.5,3.7,0.804463177353195
"1069",2,52.6,2.5,0.787996545768566
"1070",3,58.2,4.6,0.819025596394646
"1071",4,55.6,3.7,0.852024638385147
"1072",5,41.6,8.1,0.889437607944732
"1073",6,42.3,4.7,0.933936137197755
"1074",7,42.6,5.7,0.959426273747841
"1075",1,33.8,3.3,0.824225496545769
"1076",2,37.7,3.6,0.804608228087219
"1077",3,39,4,0.862161323402418
"1078",4,43,2.8,0.859385119818653
"1079",5,51.3,6.9,0.911768674438687
"1080",6,50.6,7.3,0.962514505073402
"1081",7,38.8,5.5,0.954056023316062
"1082",1,28.3,4.6,0.857858713838515
"1083",2,36,5.4,0.800565360535406
"1084",3,45.4,5.4,0.838939712867012
"1085",4,48.7,3.7,0.850027660837651
"1086",5,55,6.1,0.836296753562176
"1087",6,47.4,4.9,0.799774328044041
"1092",4,45.7,9.8,0.70059673197323
"1093",5,30,7.5,0.77107452234456
"1094",6,42.8,2.6,0.784626646157167
"1095",7,50.6,4.6,0.804102237154577
